User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Author-Normalized,Publisher-Normalized,Location,Age,Age_Group,Country,Publication_Decade,Book_Rating_Count,Average_Book_Rating,User_Rating_Count,Weighted_Rating,Popularity_Score,Image-URL-S,Image-URL-M,Image-URL-L
277427,0345413903,10,The Murder Book,Jonathan Kellerman,2003.0,Ballantine Books,jonathan kellerman,ballantine books,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,69,7.753623188405797,146,7.700294356934942,69,http://images.amazon.com/images/P/0345413903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413903.01.LZZZZZZZ.jpg
277427,0380702843,8,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999.0,HarperTrophy,lynne reid banks,harpertrophy,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,21,8.666666666666666,146,7.934296175707859,21,http://images.amazon.com/images/P/0380702843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380702843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380702843.01.LZZZZZZZ.jpg
277427,0385424736,9,The Rainmaker,John Grisham,1995.0,Doubleday Books,john grisham,doubleday books,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,50,7.72,146,7.67335028475258,50,http://images.amazon.com/images/P/0385424736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424736.01.LZZZZZZZ.jpg
277427,0385486804,9,Into the Wild,Jon Krakauer,1997.0,Anchor,jon krakauer,anchor,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,130,7.938461538461539,146,7.851861269306989,130,http://images.amazon.com/images/P/0385486804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg
277427,0385503857,9,Oryx and Crake,Margaret Atwood,2003.0,Nan A. Talese,margaret atwood,nan a. talese,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,32,8.375,146,7.918719859454367,32,http://images.amazon.com/images/P/0385503857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385503857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385503857.01.LZZZZZZZ.jpg
277427,0385504209,8,The Da Vinci Code,Dan Brown,2003.0,Doubleday,dan brown,doubleday,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,487,8.435318275154003,146,8.360027985987445,487,http://images.amazon.com/images/P/0385504209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg
277427,039304016X,8,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997.0,Little Brown and Company,sebastian junger,little brown and company,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,22,8.227272727272727,146,7.810208728823028,22,http://images.amazon.com/images/P/039304016X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039304016X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039304016X.01.LZZZZZZZ.jpg
277427,0399501487,9,Lord of the Flies,William Gerald Golding,1959.0,Perigee Trade,william gerald golding,perigee trade,"gilbert, arizona, usa",48.0,Adult,usa,1950.0,108,7.9907407407407405,146,7.875538154906696,108,http://images.amazon.com/images/P/0399501487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.LZZZZZZZ.jpg
277427,0425116840,8,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989.0,Berkley Publishing Group,tom clancy,berkley publishing group,"gilbert, arizona, usa",48.0,Adult,usa,1980.0,41,7.414634146341464,146,7.53115415906877,41,http://images.amazon.com/images/P/0425116840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg
277427,0425133516,9,The Hunt for Red October (Jack Ryan Novels),Tom Clancy,1997.0,Berkley Publishing Group,tom clancy,berkley publishing group,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,24,7.708333333333333,146,7.65317606047646,24,http://images.amazon.com/images/P/0425133516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425133516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425133516.01.LZZZZZZZ.jpg
277427,0440224764,7,The Partner,John Grisham,1998.0,Dell Publishing Company,john grisham,dell publishing company,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,143,7.713286713286713,146,7.69085506981999,143,http://images.amazon.com/images/P/0440224764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224764.01.LZZZZZZZ.jpg
277427,0440236061,8,Unfit to Practice,Perri O'Shaughnessy,2003.0,Dell Publishing Company,perri o'shaughnessy,dell publishing company,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,26,7.384615384615385,146,7.543881953621817,26,http://images.amazon.com/images/P/0440236061.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236061.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236061.01.LZZZZZZZ.jpg
277427,0440236738,9,Gone for Good,HARLAN COBEN,2003.0,Dell,harlan coben,dell,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,34,7.882352941176471,146,7.730178910419739,34,http://images.amazon.com/images/P/0440236738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236738.01.LZZZZZZZ.jpg
277427,0441627404,10,The Once and Future King,T. H. White,1987.0,Ace Books,t. h. white,ace books,"gilbert, arizona, usa",48.0,Adult,usa,1980.0,29,7.931034482758621,146,7.738418081965293,29,http://images.amazon.com/images/P/0441627404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441627404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441627404.01.LZZZZZZZ.jpg
277427,0446350982,9,Presumed Innocent,Scott Turow,1988.0,Warner Books,scott turow,warner books,"gilbert, arizona, usa",48.0,Adult,usa,1980.0,22,7.954545454545454,146,7.726875395489696,22,http://images.amazon.com/images/P/0446350982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446350982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446350982.01.LZZZZZZZ.jpg
277427,0446608890,10,Saving Faith,David Baldacci,2000.0,Warner Vision,david baldacci,warner vision,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,43,7.325581395348837,146,7.48747342446514,43,http://images.amazon.com/images/P/0446608890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608890.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608890.01.LZZZZZZZ.jpg
277427,0451191153,8,The Fountainhead,Ayn Rand,1996.0,New American Library,ayn rand,new american library,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,39,8.307692307692308,146,7.925112679497282,39,http://images.amazon.com/images/P/0451191153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451191153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451191153.01.LZZZZZZZ.jpg
277427,0451203593,10,24 Hours,Greg Iles,2001.0,Signet Book,greg iles,signet book,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,24,7.708333333333333,146,7.65317606047646,24,http://images.amazon.com/images/P/0451203593.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203593.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203593.01.LZZZZZZZ.jpg
277427,0452284449,6,The Virgin Blue,Tracy Chevalier,2003.0,Plume Books,tracy chevalier,plume books,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,56,7.839285714285714,146,7.739009702596775,56,http://images.amazon.com/images/P/0452284449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.LZZZZZZZ.jpg
277427,0553280368,9,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987.0,Bantam,sue grafton,bantam,"gilbert, arizona, usa",48.0,Adult,usa,1980.0,54,8.296296296296296,146,7.9743752738005576,54,http://images.amazon.com/images/P/0553280368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg
277427,0553571656,10,The Beekeeper's Apprentice,LAURIE R. KING,1996.0,Bantam,laurie r. king,bantam,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,31,8.03225806451613,146,7.7819139317933095,31,http://images.amazon.com/images/P/0553571656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571656.01.LZZZZZZZ.jpg
277427,0671528904,8,Mindhunter : Inside the FBI's Elite Serial Crime Unit,John E. Douglas,1996.0,Pocket,john e. douglas,pocket,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,20,7.55,146,7.604786121075115,20,http://images.amazon.com/images/P/0671528904.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671528904.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671528904.01.LZZZZZZZ.jpg
277427,0679731148,9,A Year in Provence,Peter Mayle,1991.0,Vintage Books USA,peter mayle,vintage books usa,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,67,8.0,146,7.840470328848359,67,http://images.amazon.com/images/P/0679731148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679731148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg
277427,0679736042,5,Toujours Provence (Vintage Departures),Peter Mayle,1992.0,Vintage Books USA,peter mayle,vintage books usa,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,21,7.380952380952381,146,7.554014485567015,21,http://images.amazon.com/images/P/0679736042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679736042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679736042.01.LZZZZZZZ.jpg
277427,0740723367,9,The Meaning Of Life,Bradley Trevor Greive,2002.0,Andrews McMeel Publishing,bradley trevor greive,andrews mcmeel publishing,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,27,8.777777777777779,146,8.030325045133221,27,http://images.amazon.com/images/P/0740723367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740723367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0740723367.01.LZZZZZZZ.jpg
277427,0743406176,8,If Only It Were True,Marc Levy,2000.0,Atria,marc levy,atria,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,26,7.8076923076923075,146,7.688618795727081,26,http://images.amazon.com/images/P/0743406176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743406176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743406176.01.LZZZZZZZ.jpg
277427,0743412028,9,Pay It Forward,Catherine Ryan Hyde,2000.0,Pocket,catherine ryan hyde,pocket,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,59,7.610169491525424,146,7.617752554818882,59,http://images.amazon.com/images/P/0743412028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg
277427,0743457943,8,Trading Places,Fern Michaels,2003.0,Pocket Star,fern michaels,pocket star,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,20,7.45,146,7.576214692503687,20,http://images.amazon.com/images/P/0743457943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743457943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743457943.01.LZZZZZZZ.jpg
277427,0767903382,10,Tender at the Bone: Growing Up at the Table,Ruth Reichl,1999.0,Broadway Books,ruth reichl,broadway books,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,32,7.96875,146,7.760183274088513,32,http://images.amazon.com/images/P/0767903382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767903382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767903382.01.LZZZZZZZ.jpg
277427,0786866845,10,Ice Bound: A Doctor's Incredible Battle for Survival at the South Pole,Dr. Jerri Nielsen,2001.0,Miramax,dr. jerri nielsen,miramax,"gilbert, arizona, usa",48.0,Adult,usa,2000.0,29,8.172413793103448,146,7.827025676902001,29,http://images.amazon.com/images/P/0786866845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786866845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786866845.01.LZZZZZZZ.jpg
277427,0811802981,10,The Golden Mean: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Concludes,Nick Bantock,1993.0,Chronicle Books,nick bantock,chronicle books,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,24,8.916666666666666,146,8.04506795236835,24,http://images.amazon.com/images/P/0811802981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811802981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811802981.01.LZZZZZZZ.jpg
277427,0811811409,10,"The Venetian's Wife: A Strangely Sensual Tale of a Renaissance Explorer, a Computer, and a Metamorphosis",Nick Bantock,1996.0,Chronicle Books,nick bantock,chronicle books,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,20,8.05,146,7.747643263932257,20,http://images.amazon.com/images/P/0811811409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811811409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811811409.01.LZZZZZZZ.jpg
277427,0836217691,10,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,Bill Watterson,1994.0,Andrews McMeel Publishing,bill watterson,andrews mcmeel publishing,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,20,9.35,146,8.11907183536083,20,http://images.amazon.com/images/P/0836217691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836217691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836217691.01.LZZZZZZZ.jpg
277427,0836218515,10,Prehistory of the Far Side,Gary Larson,1989.0,Andrews McMeel Publishing,gary larson,andrews mcmeel publishing,"gilbert, arizona, usa",48.0,Adult,usa,1980.0,23,8.608695652173912,146,7.936096280482987,23,http://images.amazon.com/images/P/0836218515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218515.01.LZZZZZZZ.jpg
277427,0836221192,10,Dilbert Fugitive From The Cubicle Police,Scott Adams,1996.0,Andrews McMeel Publishing,scott adams,andrews mcmeel publishing,"gilbert, arizona, usa",48.0,Adult,usa,1990.0,20,8.25,146,7.804786121075114,20,http://images.amazon.com/images/P/0836221192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836221192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836221192.01.LZZZZZZZ.jpg
277478,1558745718,8,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998.0,Health Communications,jack canfield,health communications,"schiedam, zuid-holland, netherlands",31.0,Young Adult,netherlands,1990.0,47,8.085106382978724,34,7.848814726549052,47,http://images.amazon.com/images/P/1558745718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558745718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558745718.01.LZZZZZZZ.jpg
277523,0316603570,10,3rd Degree,James Patterson,2004.0,"Little, Brown",james patterson,"little, brown","woodstock, virginia, usa",62.0,Senior,usa,2000.0,39,8.282051282051283,25,7.913876724441103,39,http://images.amazon.com/images/P/0316603570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316603570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316603570.01.LZZZZZZZ.jpg
277523,0316693200,10,2nd Chance,James Patterson,2002.0,"Little, Brown",james patterson,"little, brown","woodstock, virginia, usa",62.0,Senior,usa,2000.0,59,7.8474576271186445,25,7.7461929217913585,59,http://images.amazon.com/images/P/0316693200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.LZZZZZZZ.jpg
277523,0385508042,10,The King of Torts,John Grisham,2003.0,Doubleday Books,john grisham,doubleday books,"woodstock, virginia, usa",62.0,Senior,usa,2000.0,89,7.415730337078652,25,7.491618909893943,89,http://images.amazon.com/images/P/0385508042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg
277523,0385510438,10,The Last Juror,John Grisham,2004.0,Doubleday,john grisham,doubleday,"woodstock, virginia, usa",62.0,Senior,usa,2000.0,63,8.34920634920635,25,8.029513526329717,63,http://images.amazon.com/images/P/0385510438.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385510438.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385510438.01.LZZZZZZZ.jpg
277523,0440241537,10,The King of Torts,JOHN GRISHAM,2003.0,Dell,john grisham,dell,"woodstock, virginia, usa",62.0,Senior,usa,2000.0,92,7.619565217391305,25,7.622077665318719,92,http://images.amazon.com/images/P/0440241537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.LZZZZZZZ.jpg
277523,0446530891,10,Split Second,David Baldacci,2003.0,Warner Books,david baldacci,warner books,"woodstock, virginia, usa",62.0,Senior,usa,2000.0,28,7.464285714285714,25,7.568397800964847,28,http://images.amazon.com/images/P/0446530891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446530891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446530891.01.LZZZZZZZ.jpg
277523,0446613843,10,The Jester,James Patterson,2004.0,Warner Books,james patterson,warner books,"woodstock, virginia, usa",62.0,Senior,usa,2000.0,27,7.703703703703703,25,7.653701668509845,27,http://images.amazon.com/images/P/0446613843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446613843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446613843.01.LZZZZZZZ.jpg
277523,0515133302,10,Hemlock Bay,Catherine Coulter,2002.0,Jove Books,catherine coulter,jove books,"woodstock, virginia, usa",62.0,Senior,usa,2000.0,40,6.85,25,7.281500316391756,40,http://images.amazon.com/images/P/0515133302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133302.01.LZZZZZZZ.jpg
277523,0671886665,10,A Cry In The Night,Mary Higgins Clark,1993.0,Pocket,mary higgins clark,pocket,"woodstock, virginia, usa",62.0,Senior,usa,1990.0,29,7.689655172413793,25,7.649810487028583,29,http://images.amazon.com/images/P/0671886665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671886665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671886665.01.LZZZZZZZ.jpg
277523,0684835983,10,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000.0,Simon &amp; Schuster,mary higgins clark,simon &amp; schuster,"woodstock, virginia, usa",62.0,Senior,usa,2000.0,33,7.848484848484849,25,7.714879861147688,33,http://images.amazon.com/images/P/0684835983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684835983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684835983.01.LZZZZZZZ.jpg
277523,0743206045,10,Daddy's Little Girl,Mary Higgins Clark,2002.0,Simon &amp; Schuster,mary higgins clark,simon &amp; schuster,"woodstock, virginia, usa",62.0,Senior,usa,2000.0,53,7.886792452830188,25,7.76053425704134,53,http://images.amazon.com/images/P/0743206045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.LZZZZZZZ.jpg
277523,1558744150,10,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996.0,Health Communications,jack canfield,health communications,"woodstock, virginia, usa",62.0,Senior,usa,1990.0,66,7.787878787878788,25,7.718405417890155,66,http://images.amazon.com/images/P/1558744150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg
277639,034539657X,8,Dark Rivers of the Heart,Dean R. Koontz,1995.0,Ballantine Books,dean r. koontz,ballantine books,"forsyth, montana, usa",48.0,Adult,usa,1990.0,26,7.5,30,7.5833556378323435,26,http://images.amazon.com/images/P/034539657X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg
277639,0380731851,6,Mystic River,Dennis Lehane,2002.0,HarperTorch,dennis lehane,harpertorch,"forsyth, montana, usa",48.0,Adult,usa,2000.0,104,7.701923076923077,30,7.677500184904273,104,http://images.amazon.com/images/P/0380731851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380731851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380731851.01.LZZZZZZZ.jpg
277639,0425142485,7,The Funhouse,Dean R. Koontz,1994.0,Berkley Publishing Group,dean r. koontz,berkley publishing group,"forsyth, montana, usa",48.0,Adult,usa,1990.0,27,6.925925925925926,30,7.380974395782571,27,http://images.amazon.com/images/P/0425142485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425142485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425142485.01.LZZZZZZZ.jpg
277639,0425147363,8,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995.0,Berkley Publishing Group,tom clancy,berkley publishing group,"forsyth, montana, usa",48.0,Adult,usa,1990.0,28,6.892857142857143,30,7.363269595836642,28,http://images.amazon.com/images/P/0425147363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.LZZZZZZZ.jpg
277639,042516098X,5,Hornet's Nest,Patricia Daniels Cornwell,1998.0,Berkley Publishing Group,patricia daniels cornwell,berkley publishing group,"forsyth, montana, usa",48.0,Adult,usa,1990.0,64,6.640625,30,7.073114284870684,64,http://images.amazon.com/images/P/042516098X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042516098X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042516098X.01.LZZZZZZZ.jpg
277639,0440211727,8,A Time to Kill,JOHN GRISHAM,1992.0,Dell,john grisham,dell,"forsyth, montana, usa",48.0,Adult,usa,1990.0,194,7.93298969072165,30,7.8702255265379435,194,http://images.amazon.com/images/P/0440211727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.LZZZZZZZ.jpg
